City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,Leh,34.1667,77.5833,59.25,58,80,6.53,IN,2022-07-14 01:42:26
282,Caravelas,-17.7125,-39.2481,70.16,91,7,4.34,BR,2022-07-14 01:45:19
283,Straumen,63.8709,11.2999,51.8,90,100,12.24,NO,2022-07-14 01:45:19
284,Luderitz,-26.6481,15.1594,55.18,55,0,13.98,NA,2022-07-14 01:45:20
285,Ahuimanu,21.4447,-157.8378,83.91,79,100,21.85,US,2022-07-14 01:45:20
286,Abalak,58.1286,68.5944,68.02,88,87,2.15,RU,2022-07-14 01:45:20
287,Ambulu,-8.345,113.6058,80.96,72,24,4.47,ID,2022-07-14 01:45:21
288,Baykit,61.67,96.37,55.02,88,100,2.06,RU,2022-07-14 01:45:21
289,Katangli,51.7102,143.2326,57.79,83,85,14.58,RU,2022-07-14 01:41:57
290,Xiaoshi,41.2971,124.1209,77.86,62,51,6.73,CN,2022-07-14 01:45:21
291,Saint George,37.1041,-113.5841,91.78,29,67,6.4,US,2022-07-14 01:45:22
292,Porto Novo,6.4965,2.6036,76.82,89,98,6.53,BJ,2022-07-14 01:45:22
293,Maningrida,-12.0667,134.2667,77.25,36,49,14.63,AU,2022-07-14 01:45:22
294,Hasaki,35.7333,140.8333,75.6,82,91,12.84,JP,2022-07-14 01:45:23
295,Kutahya,39.4242,29.9833,52.95,86,11,3.4,TR,2022-07-14 01:45:23
296,Guerrero Negro,27.9769,-114.0611,66.96,79,0,20.65,MX,2022-07-14 01:44:27
297,Hambantota,6.1241,81.1185,80.94,89,20,9.22,LK,2022-07-14 01:45:23
298,Fereydun Kenar,36.6864,52.5225,77.22,94,0,0.0,IR,2022-07-14 01:45:24
299,Marion,39.7684,-86.1555,75.4,85,75,3.44,US,2022-07-14 01:45:24
300,La Libertad,-2.2333,-80.9,67.66,88,100,10.36,EC,2022-07-14 01:45:24
301,Luanda,-8.8368,13.2343,68.0,94,40,3.44,AO,2022-07-14 01:45:25
302,Beloha,-25.1667,45.05,60.15,65,0,7.05,MG,2022-07-14 01:45:25
303,Nanortalik,60.1432,-45.2371,45.75,75,100,4.5,GL,2022-07-14 01:45:25
304,Mana,5.6592,-53.7767,76.15,88,100,3.0,GF,2022-07-14 01:44:40
305,Carolina,18.3808,-65.9574,80.49,87,20,8.05,PR,2022-07-14 01:45:26
306,Huangnihe,43.5583,128.0239,68.16,90,88,8.12,CN,2022-07-14 01:45:26
307,Esperance,-33.8667,121.9,63.28,44,42,22.08,AU,2022-07-14 01:45:27
308,Isla Mujeres,21.2311,-86.731,84.16,84,21,12.46,MX,2022-07-14 01:45:27
309,Saint Pete Beach,27.7253,-82.7412,88.0,69,0,5.75,US,2022-07-14 01:45:27
310,Athabasca,54.7169,-113.2854,68.41,77,52,4.34,CA,2022-07-14 01:45:27
311,Kilindoni,-7.9139,39.6668,76.19,80,99,15.7,TZ,2022-07-14 01:45:28
312,Cap Malheureux,-19.9842,57.6142,65.46,88,99,7.0,MU,2022-07-14 01:45:28
313,Dingle,10.9995,122.6711,85.28,74,81,5.35,PH,2022-07-14 01:45:28
314,Berdigestyakh,62.0989,126.6992,62.69,99,100,4.25,RU,2022-07-14 01:45:29
315,Prince George,53.9166,-122.753,68.25,45,75,5.75,CA,2022-07-14 01:42:17
316,Boshnyakovo,49.6333,142.1667,68.49,75,80,4.97,RU,2022-07-14 01:45:29
317,Klichka,50.4457,117.996,60.96,90,100,6.87,RU,2022-07-14 01:45:30
318,Tahe,52.3333,124.7333,72.84,78,100,5.06,CN,2022-07-14 01:45:30
319,Port Lincoln,-34.7333,135.8667,57.27,62,1,6.62,AU,2022-07-14 01:45:30
320,Mandalgovi,45.7625,106.2708,72.88,31,99,14.97,MN,2022-07-14 01:41:53
321,Hamilton,39.1834,-84.5333,79.65,67,20,6.91,US,2022-07-14 01:43:49
322,San Matias,-16.3667,-58.4,75.83,43,6,6.85,BO,2022-07-14 01:45:31
323,Ahipara,-35.1667,173.1667,55.81,96,100,11.63,NZ,2022-07-14 01:45:31
324,Umred,20.85,79.3333,79.09,93,100,10.8,IN,2022-07-14 01:45:31
325,Pierre,44.3683,-100.351,84.85,56,0,14.97,US,2022-07-14 01:45:32
326,Lagos,6.5833,3.75,74.39,93,100,4.29,NG,2022-07-14 01:43:10
327,Pilar,-9.5972,-35.9567,69.73,93,18,1.99,BR,2022-07-14 01:46:32
328,Pandan,14.0453,124.1694,87.93,66,71,5.21,PH,2022-07-14 01:46:32
329,Padang,-0.9492,100.3543,82.45,71,68,1.63,ID,2022-07-14 01:46:33
330,Baruun-Urt,46.6806,113.2792,74.82,38,14,9.62,MN,2022-07-14 01:46:33
331,Wajid,3.8093,43.2471,72.01,81,100,18.32,SO,2022-07-14 01:46:33
332,Sitka,57.0531,-135.33,57.09,82,100,0.0,US,2022-07-14 01:45:52
333,Baghdad,33.3406,44.4009,87.71,22,0,13.8,IQ,2022-07-14 01:42:43
334,Vardo,70.3705,31.1107,51.78,100,100,8.05,NO,2022-07-14 01:46:34
335,Hami,42.8,93.45,83.73,23,47,8.59,CN,2022-07-14 01:46:34
336,Nhamunda,-2.1861,-56.7131,74.41,93,52,3.76,BR,2022-07-14 01:46:35
337,Itoman,26.1247,127.6694,87.82,84,75,5.75,JP,2022-07-14 01:46:35
338,Borogontsy,62.6683,131.1683,77.29,56,93,5.19,RU,2022-07-14 01:46:35
339,Nizhniy Baskunchak,48.2198,46.8311,76.51,54,88,7.18,RU,2022-07-14 01:46:36
340,Nouadhibou,20.931,-17.0347,69.78,88,27,19.57,MR,2022-07-14 01:46:36
341,Moranbah,-22.0016,148.0466,59.13,38,0,15.57,AU,2022-07-14 01:46:36
342,Ituango,7.1712,-75.764,62.67,99,100,1.32,CO,2022-07-14 01:46:37
343,Walvis Bay,-22.9575,14.5053,54.09,93,0,4.61,NA,2022-07-14 01:46:37
344,Menongue,-14.6585,17.691,47.71,58,3,4.36,AO,2022-07-14 01:46:37
345,Havelock,34.8791,-76.9013,84.18,91,100,1.01,US,2022-07-14 01:43:52
346,Takoradi,4.8845,-1.7554,74.91,85,100,10.31,GH,2022-07-14 01:46:38
347,Karangasem,-8.45,115.6167,78.01,77,82,7.2,ID,2022-07-14 01:46:38
348,Ambon,-3.6954,128.1814,77.14,94,75,2.3,ID,2022-07-14 01:46:39
349,Korla,41.7597,86.1469,81.0,21,100,7.18,CN,2022-07-14 01:46:39
350,General Roca,-39.0333,-67.5833,41.63,91,100,14.27,AR,2022-07-14 01:46:39
351,Tocopilla,-22.092,-70.1979,58.17,73,98,2.13,CL,2022-07-14 01:46:39
352,Milkovo,54.7167,158.6167,86.22,44,19,3.78,RU,2022-07-14 01:46:40
353,Melfi,40.9965,15.6514,59.94,47,0,5.14,IT,2022-07-14 01:46:40
354,Tiksi,71.6872,128.8694,41.04,89,93,8.08,RU,2022-07-14 01:46:40
355,Centenario Do Sul,-22.8211,-51.5953,64.38,78,98,13.06,BR,2022-07-14 01:46:41
356,Eyl,7.9803,49.8164,80.28,63,99,26.24,SO,2022-07-14 01:46:41
357,Narsaq,60.9167,-46.05,50.22,65,100,5.84,GL,2022-07-14 01:46:41
358,Dhidhdhoo,6.8833,73.1,82.26,76,100,18.37,MV,2022-07-14 01:46:42
359,Lagoa,39.05,-27.9833,68.31,94,99,12.57,PT,2022-07-14 01:46:42
360,Richards Bay,-28.783,32.0377,60.64,39,0,3.87,ZA,2022-07-14 01:46:42
361,Sao Paulo De Olivenca,-3.3783,-68.8725,74.03,93,72,0.31,BR,2022-07-14 01:46:43
362,Labuhan,-6.8844,112.2051,78.55,85,100,7.09,ID,2022-07-14 01:46:43
363,Zyryanka,65.75,150.85,67.17,62,87,17.96,RU,2022-07-14 01:46:43
364,Portland,45.5234,-122.6762,81.18,47,20,8.05,US,2022-07-14 01:46:35
365,Dabwali,29.95,74.7333,88.93,62,52,4.23,IN,2022-07-14 01:46:44
366,Mbandaka,0.0487,18.2603,72.37,77,71,2.57,CD,2022-07-14 01:46:44
367,Amurzet,47.6967,131.0981,74.14,83,100,11.39,RU,2022-07-14 01:46:44
368,Awjilah,29.1081,21.2869,76.91,46,0,13.06,LY,2022-07-14 01:46:45
369,Saint-Joseph,-21.3667,55.6167,64.78,77,31,12.01,RE,2022-07-14 01:46:45
370,Saurimo,-9.6608,20.3916,56.25,47,0,5.46,AO,2022-07-14 01:46:45
371,Juneau,58.3019,-134.4197,59.22,91,100,10.36,US,2022-07-14 01:45:05
372,Katsuura,35.1333,140.3,76.8,87,100,14.36,JP,2022-07-14 01:47:46
373,Noumea,-22.2763,166.4572,73.0,99,100,18.54,NC,2022-07-14 01:47:46
374,Saint-Louis,16.3333,-15.0,79.16,61,5,12.53,SN,2022-07-14 01:47:46
375,Zatoka,46.0725,30.4654,65.23,59,0,17.25,UA,2022-07-14 01:47:47
376,Buique,-8.6231,-37.1558,60.42,98,34,3.94,BR,2022-07-14 01:47:47
377,Vostok,46.4856,135.8833,71.92,70,95,6.8,RU,2022-07-14 01:47:47
378,Sao Mateus Do Sul,-25.8742,-50.3828,53.06,95,99,3.89,BR,2022-07-14 01:47:48
379,Balikpapan,-1.2675,116.8289,72.59,100,40,9.22,ID,2022-07-14 01:47:48
380,Hovd,48.0056,91.6419,59.18,57,1,4.88,MN,2022-07-14 01:47:48
381,Geraldton,-28.7667,114.6,63.01,94,100,14.97,AU,2022-07-14 01:47:49
382,Huilong,31.8111,121.655,90.73,65,100,7.47,CN,2022-07-14 01:47:49
383,Tucuma,-0.1833,-50.05,76.19,92,98,5.86,BR,2022-07-14 01:47:49
384,Moyale,3.5167,39.0584,65.17,77,60,9.17,KE,2022-07-14 01:47:50
385,Sultanpur,26.2667,82.0667,93.78,44,0,17.94,IN,2022-07-14 01:47:50
386,Mehamn,71.0357,27.8492,55.35,94,100,2.3,NO,2022-07-14 01:47:50
387,Pihuamo,19.2499,-103.3828,75.09,94,100,0.04,MX,2022-07-14 01:47:51
388,Jacqueville,5.2052,-4.4146,76.39,83,100,10.83,CI,2022-07-14 01:47:51
389,Balabac,7.9868,117.0645,82.42,80,100,18.99,PH,2022-07-14 01:47:51
390,Morehead,37.2711,-87.1764,75.85,81,0,0.0,US,2022-07-14 01:47:51
391,Nuuk,64.1835,-51.7216,52.41,66,7,9.22,GL,2022-07-14 01:47:52
392,Chumikan,54.7183,135.315,54.32,99,100,6.2,RU,2022-07-14 01:47:52
393,Constitucion,-35.3333,-72.4167,41.11,94,100,7.78,CL,2022-07-14 01:43:13
394,Parrita,9.5201,-84.3225,76.17,91,100,4.43,CR,2022-07-14 01:47:53
395,Virginia Beach,36.8529,-75.978,77.02,90,100,5.75,US,2022-07-14 01:43:12
396,Conceicao Do Araguaia,-8.2578,-49.2647,74.21,46,5,1.59,BR,2022-07-14 01:47:53
397,Korneuburg,48.35,16.3333,72.09,60,74,4.0,AT,2022-07-14 01:47:53
398,Valera,9.3178,-70.6036,71.35,80,19,6.04,VE,2022-07-14 01:47:54
399,Muhammadabad,25.6333,83.75,92.44,46,86,16.24,IN,2022-07-14 01:47:54
400,Hithadhoo,-0.6,73.0833,83.17,73,20,13.38,MV,2022-07-14 01:43:08
401,Illapel,-31.6308,-71.1653,53.1,77,100,5.79,CL,2022-07-14 01:47:54
402,Sur,22.5667,59.5289,89.71,62,100,5.55,OM,2022-07-14 01:47:55
403,Oneida,43.2001,-75.4663,66.74,92,75,4.61,US,2022-07-14 01:47:55
404,Naze,28.3667,129.4833,85.12,74,98,10.27,JP,2022-07-14 01:47:55
405,Vila Franca Do Campo,37.7167,-25.4333,68.2,87,100,10.38,PT,2022-07-14 01:47:56
406,Comodoro Rivadavia,-45.8667,-67.5,31.86,80,0,4.61,AR,2022-07-14 01:47:56
407,Port Augusta,-32.5,137.7667,56.88,49,0,1.61,AU,2022-07-14 01:46:46
408,Quang Ngai,15.1167,108.8,86.07,70,92,2.42,VN,2022-07-14 01:47:55
409,Galle,6.0367,80.217,79.39,83,16,14.65,LK,2022-07-14 01:47:57
410,Karratha,-20.7377,116.8463,71.87,37,90,16.89,AU,2022-07-14 01:44:16
411,Adrar,20.5022,-10.0711,96.8,21,92,8.37,MR,2022-07-14 01:47:57
412,Caconda,-13.7333,15.0667,50.4,48,0,4.16,AO,2022-07-14 01:47:57
413,Kostomuksha,64.571,30.5767,56.53,86,8,6.44,RU,2022-07-14 01:47:58
414,Antofagasta,-23.65,-70.4,58.28,76,87,1.88,CL,2022-07-14 01:47:58
415,Maniwaki,46.3834,-75.966,61.18,82,100,1.14,CA,2022-07-14 01:45:03
416,Esso,55.9333,158.7,81.86,29,50,10.45,RU,2022-07-14 01:47:58
417,Yei,4.095,30.6779,64.85,97,85,2.89,SS,2022-07-14 01:48:59
418,Matay,28.419,30.7792,71.69,64,2,11.99,EG,2022-07-14 01:48:59
419,Trincomalee,8.5711,81.2335,81.46,72,100,24.72,LK,2022-07-14 01:45:53
420,Batagay-Alyta,67.8006,130.4114,67.59,52,14,7.9,RU,2022-07-14 01:49:00
421,Gigmoto,13.7796,124.39,86.99,68,34,8.34,PH,2022-07-14 01:49:00
422,San Felipe,10.3399,-68.7425,71.67,97,93,3.36,VE,2022-07-14 01:49:00
423,Lorengau,-2.0226,147.2712,85.59,67,61,7.43,PG,2022-07-14 01:49:01
424,Laredo,27.5064,-99.5075,97.09,44,0,23.02,US,2022-07-14 01:49:01
425,Verkhnyaya Inta,65.9811,60.3094,69.93,75,72,1.83,RU,2022-07-14 01:49:01
426,Saint Marys,30.7305,-81.5465,88.05,86,40,8.05,US,2022-07-14 01:49:02
427,Weiden,49.6775,12.1567,67.15,71,96,1.41,DE,2022-07-14 01:49:02
428,Sarankhola,22.3082,89.7897,84.99,78,64,15.48,BD,2022-07-14 01:49:02
429,Agfalva,47.6899,16.5166,65.19,44,95,3.91,HU,2022-07-14 01:49:03
430,Angoche,-16.2325,39.9086,70.83,72,0,7.94,MZ,2022-07-14 01:49:03
431,Shamgarh,24.1833,75.6333,82.29,74,100,4.92,IN,2022-07-14 01:49:03
432,Filadelfia,39.9523,-75.1638,82.87,68,0,6.91,US,2022-07-14 01:47:15
433,Lumsden,50.6501,-104.8678,81.55,51,68,19.95,CA,2022-07-14 01:49:04
434,Bandarbeyla,9.4942,50.8122,79.29,66,100,26.33,SO,2022-07-14 01:49:04
435,Jijiang,29.2906,106.2542,90.88,59,65,4.92,CN,2022-07-14 01:49:04
436,Haines Junction,60.7522,-137.5108,60.75,59,43,3.44,CA,2022-07-14 01:49:05
437,Madison Heights,42.4859,-83.1052,71.87,78,75,5.75,US,2022-07-14 01:49:05
438,Torbay,47.6666,-52.7314,66.97,88,100,17.27,CA,2022-07-14 01:49:05
439,Asti,44.8979,8.2068,78.57,64,19,1.7,IT,2022-07-14 01:49:06
440,Nabire,-3.3667,135.4833,83.01,73,100,2.53,ID,2022-07-14 01:49:06
441,Orapa,-21.2833,25.3667,51.64,51,3,6.38,BW,2022-07-14 01:49:06
442,Mahibadhoo,3.7833,72.9667,81.88,77,78,12.5,MV,2022-07-14 01:49:06
443,Meulaboh,4.1363,96.1285,80.17,81,18,6.11,ID,2022-07-14 01:49:07
444,Souillac,-20.5167,57.5167,68.38,83,75,12.66,MU,2022-07-14 01:49:07
445,Myrtle Beach,33.6891,-78.8867,79.03,87,40,0.0,US,2022-07-14 01:46:07
446,Monrovia,6.3005,-10.7969,75.99,85,89,9.44,LR,2022-07-14 01:45:14
447,Mlonggo,-6.5333,110.7,81.41,75,100,5.5,ID,2022-07-14 01:49:08
448,Roswell,34.0232,-84.3616,78.58,91,20,0.0,US,2022-07-14 01:49:08
449,Nalut,30.3333,10.85,76.06,32,0,14.79,LY,2022-07-14 01:49:08
450,Luena,-11.7833,19.9167,50.27,58,0,4.61,AO,2022-07-14 01:49:09
451,Rehoboth,-23.3167,17.0833,49.08,44,0,3.58,NA,2022-07-14 01:49:09
452,Niquero,20.0431,-77.5828,79.83,83,6,5.84,CU,2022-07-14 01:49:10
453,Trelew,-43.249,-65.3051,42.21,53,100,3.91,AR,2022-07-14 01:45:26
454,Daru,-9.0763,143.2092,78.15,72,96,17.45,PG,2022-07-14 01:49:10
455,Dukat,62.55,155.55,71.58,62,22,18.86,RU,2022-07-14 01:49:10
456,Okakarara,-20.5833,17.4333,48.34,49,0,3.18,NA,2022-07-14 01:49:11
457,Viljoenskroon,-27.2084,26.9485,45.68,52,0,0.29,ZA,2022-07-14 01:49:11
458,Chapada Dos Guimaraes,-15.4606,-55.7497,65.86,39,85,5.82,BR,2022-07-14 01:49:11
459,Alofi,-19.0595,-169.9187,82.29,61,75,16.11,NU,2022-07-14 01:49:12
460,Fallon,39.4735,-118.7774,98.47,11,20,19.57,US,2022-07-14 01:49:12
461,Ostrow Wielkopolski,51.655,17.8069,63.25,62,100,7.56,PL,2022-07-14 01:49:12
462,Igurubi,-4.0,33.7,61.72,55,87,8.19,TZ,2022-07-14 01:50:13
463,Trairi,-3.2778,-39.2689,77.41,82,8,9.57,BR,2022-07-14 01:50:13
464,Banjar,-8.19,114.9675,83.82,68,66,1.01,ID,2022-07-14 01:50:13
465,Baturaja,-4.1333,104.1667,79.72,85,88,2.84,ID,2022-07-14 01:50:14
466,Ishigaki,24.3448,124.1572,87.93,84,75,14.97,JP,2022-07-14 01:50:14
467,Ostersund,63.1792,14.6357,48.65,87,75,50.0,SE,2022-07-14 01:50:14
468,Shirpur,21.35,74.8833,76.1,92,100,7.54,IN,2022-07-14 01:50:15
469,Kiunga,-6.1219,141.2906,77.18,86,95,5.48,PG,2022-07-14 01:50:15
470,Bagnes,46.0833,7.2167,66.51,49,0,2.3,CH,2022-07-14 01:50:15
471,Faya,18.3851,42.4509,64.92,62,74,4.65,SA,2022-07-14 01:50:16
472,Chengde,40.9725,117.9361,82.29,43,56,5.66,CN,2022-07-14 01:50:16
473,Kulhudhuffushi,6.6221,73.07,82.47,77,100,17.02,MV,2022-07-14 01:50:16
474,Lakes Entrance,-37.8811,147.981,53.17,76,100,9.8,AU,2022-07-14 01:50:17
475,Sungaipenuh,-2.0833,101.3833,73.13,78,97,0.54,ID,2022-07-14 01:50:17
476,Guanare,9.0418,-69.7421,80.62,78,48,1.14,VE,2022-07-14 01:50:17
477,Goderich,43.7501,-81.7165,63.91,88,3,4.61,CA,2022-07-14 01:50:18
478,Necochea,-38.5473,-58.7368,47.53,60,100,7.85,AR,2022-07-14 01:50:18
479,Saint-Augustin,51.226,-58.6502,52.47,72,100,12.93,CA,2022-07-14 01:50:18
480,Labuan,5.2767,115.2417,77.36,88,20,3.44,MY,2022-07-14 01:50:19
481,San Patricio,28.017,-97.5169,88.18,64,6,14.56,US,2022-07-14 01:50:19
482,Kutum,14.2,24.6667,73.09,71,100,13.69,SD,2022-07-14 01:50:19
483,Broken Hill,-31.95,141.4333,51.35,53,0,8.41,AU,2022-07-14 01:50:20
484,Tutoia,-2.7619,-42.2744,77.63,90,14,11.27,BR,2022-07-14 01:50:20
485,Sorland,67.667,12.6934,51.66,86,100,8.41,NO,2022-07-14 01:50:20
486,Yerbogachen,61.2767,108.0108,62.24,47,100,4.65,RU,2022-07-14 01:50:21
487,Ilembula,-8.9,34.5833,53.44,74,9,7.18,TZ,2022-07-14 01:50:21
488,Mizdah,31.4451,12.9801,66.67,68,0,7.25,LY,2022-07-14 01:50:21
489,Laguna,38.421,-121.4238,95.31,32,0,11.5,US,2022-07-14 01:48:46
490,Innisfail,-17.5333,146.0333,65.16,47,6,11.68,AU,2022-07-14 01:50:22
491,Rodrigues Alves,-7.738,-72.6509,78.17,72,96,1.25,BR,2022-07-14 01:50:22
492,Estreito,-5.7833,-43.25,78.8,52,48,7.2,BR,2022-07-14 01:50:22
493,Hearst,49.6835,-83.6665,61.05,68,12,3.78,CA,2022-07-14 01:50:23
494,Half Moon Bay,37.4636,-122.4286,79.54,79,100,21.85,US,2022-07-14 01:50:23
495,Dinguiraye,11.3,-10.7167,71.78,92,92,3.6,GN,2022-07-14 01:50:23
496,Hay River,60.8156,-115.7999,66.18,52,75,4.61,CA,2022-07-14 01:50:24
497,Ingham,42.6,-84.3833,71.22,77,40,0.0,US,2022-07-14 01:50:24
498,Port Hardy,50.6996,-127.4199,60.98,77,75,9.22,CA,2022-07-14 01:50:24
499,Ochamchira,42.7121,41.4721,70.77,86,100,5.48,GE,2022-07-14 01:50:25
500,Bubaque,11.2833,-15.8333,80.69,81,100,9.64,GW,2022-07-14 01:50:25
501,Teya,60.3778,92.6267,59.85,49,68,3.24,RU,2022-07-14 01:50:25
502,Mackay,-21.15,149.2,63.68,45,0,13.85,AU,2022-07-14 01:50:26
503,Dryden,49.7833,-92.7503,73.69,43,0,3.44,CA,2022-07-14 01:50:26
504,Lima,-12.0432,-77.0282,59.25,83,40,13.8,PE,2022-07-14 01:49:06
505,The Valley,18.217,-63.0578,82.26,74,100,20.8,AI,2022-07-14 01:50:26
506,Altay,47.8667,88.1167,64.04,53,82,5.46,CN,2022-07-14 01:48:01
507,Beringovskiy,63.05,179.3167,49.98,87,100,6.24,RU,2022-07-14 01:50:27
508,George Town,5.4112,100.3354,83.89,91,20,2.3,MY,2022-07-14 01:49:51
509,Usinsk,65.9939,57.5281,72.95,62,18,4.32,RU,2022-07-14 01:50:27
510,Nea Fokaia,40.1333,23.4,72.36,50,0,7.47,GR,2022-07-14 01:51:27
511,Tigil,57.8,158.6667,78.22,42,16,14.07,RU,2022-07-14 01:51:28
512,Paamiut,61.994,-49.6678,41.23,87,100,8.5,GL,2022-07-14 01:51:28
513,Saint-Leu,-21.15,55.2833,65.26,65,39,2.24,RE,2022-07-14 01:51:28
514,Ballina,-28.8667,153.5667,62.78,64,97,18.77,AU,2022-07-14 01:51:29
515,Canico,32.6333,-16.85,68.72,83,20,2.3,PT,2022-07-14 01:51:29
516,Karoi,-16.8099,29.6925,50.72,65,18,3.51,ZW,2022-07-14 01:51:29
517,Ordu,40.9086,37.6845,55.0,85,91,2.84,TR,2022-07-14 01:51:30
518,Talcahuano,-36.7167,-73.1167,42.48,87,75,3.44,CL,2022-07-14 01:50:12
519,San Cristobal,7.7669,-72.225,73.58,89,80,2.62,VE,2022-07-14 01:51:30
520,Kilakarai,9.2333,78.7833,83.1,63,100,20.42,IN,2022-07-14 01:51:31
521,Tikrit,34.6071,43.6782,88.43,20,0,15.75,IQ,2022-07-14 01:51:31
522,Victor Harbor,-35.5667,138.6167,57.99,70,66,4.47,AU,2022-07-14 01:51:31
523,Plover,44.4564,-89.544,70.79,75,0,1.01,US,2022-07-14 01:51:32
524,Sena Madureira,-9.0656,-68.6569,79.41,70,100,1.14,BR,2022-07-14 01:51:32
525,Tilichiki,60.4667,166.1,70.93,63,31,6.93,RU,2022-07-14 01:51:32
526,Quatre Cocos,-20.2078,57.7625,68.11,70,97,16.02,MU,2022-07-14 01:51:33
527,Petropavlovsk-Kamchatskiy,53.0452,158.6483,68.59,73,20,13.42,RU,2022-07-14 01:51:33
528,Nassjo,57.6531,14.6968,52.72,76,58,11.63,SE,2022-07-14 01:51:33
529,Vila,42.0304,-8.1588,81.48,34,63,4.79,PT,2022-07-14 01:51:34
530,Alice Springs,-23.7,133.8833,54.95,47,0,14.97,AU,2022-07-14 01:48:14
531,Porosozero,62.7191,32.727,55.74,79,42,4.56,RU,2022-07-14 01:51:34
532,Biltine,14.5333,20.9167,76.06,75,100,12.97,TD,2022-07-14 01:51:34
533,Margate,51.3813,1.3862,64.31,89,100,1.01,GB,2022-07-14 01:51:35
534,Ust-Tsilma,65.441,52.1498,73.33,57,55,3.6,RU,2022-07-14 01:51:36
535,Tiznit,29.5833,-9.5,76.66,43,0,1.74,MA,2022-07-14 01:51:36
536,Stara Vyzhivka,51.4376,24.44,56.5,95,12,7.92,UA,2022-07-14 01:51:36
537,Solotcha,54.7917,39.8442,56.68,85,93,4.29,RU,2022-07-14 01:51:36
538,Mayo,38.8876,-76.5119,83.08,79,0,8.05,US,2022-07-14 01:51:37
539,Honiara,-9.4333,159.95,87.35,57,60,6.22,SB,2022-07-14 01:51:37
540,Penzance,50.1186,-5.5371,61.11,79,93,15.84,GB,2022-07-14 01:51:37
541,Kysyl-Syr,63.8986,122.7617,78.19,55,81,2.13,RU,2022-07-14 01:51:38
542,Nhulunbuy,-12.2333,136.7667,79.41,53,40,21.85,AU,2022-07-14 01:51:38
543,Huarmey,-10.0681,-78.1522,61.75,84,93,11.16,PE,2022-07-14 01:51:38
544,Aracati,-4.5617,-37.7697,77.14,77,7,11.65,BR,2022-07-14 01:51:39
545,Gorin,51.1983,136.6669,70.0,87,99,4.54,RU,2022-07-14 01:51:39
546,Creston,41.0586,-94.3614,78.33,69,0,6.91,US,2022-07-14 01:46:54
547,Oni,42.5794,43.4425,60.71,88,24,1.48,GE,2022-07-14 01:51:39
548,Alappuzha,9.49,76.3264,79.0,84,100,15.75,IN,2022-07-14 01:51:40
549,Caraz,-9.0486,-77.81,60.98,63,57,1.74,PE,2022-07-14 01:51:40
550,Jorhat,26.75,94.2167,85.8,81,4,4.74,IN,2022-07-14 01:51:40
551,Bartica,6.4,-58.6167,79.12,99,86,1.39,GY,2022-07-14 01:51:41
552,Balkhash,46.844,74.9804,70.41,35,0,13.42,KZ,2022-07-14 01:51:41
553,Beidao,34.5686,105.8933,73.04,93,100,1.3,CN,2022-07-14 01:52:41
554,Alexandria,31.2156,29.9553,78.76,61,40,16.11,EG,2022-07-14 01:52:17
555,Francistown,-21.17,27.5079,53.22,53,0,7.11,BW,2022-07-14 01:52:42
556,Yakovlevka,44.425,133.4772,69.01,92,100,5.55,RU,2022-07-14 01:52:42
557,Howard Springs,-12.497,131.047,73.81,40,41,11.79,AU,2022-07-14 01:52:42
558,Tono,39.3167,141.5333,72.43,70,97,4.36,JP,2022-07-14 01:52:43
559,Sept-Iles,50.2001,-66.3821,64.4,68,20,4.61,CA,2022-07-14 01:52:43
560,Ous,60.9058,61.5186,74.41,59,1,3.78,RU,2022-07-14 01:52:43
561,Kirkwall,58.9848,-2.9587,50.97,87,100,11.5,GB,2022-07-14 01:52:44
562,Muroto,33.2833,134.15,76.37,81,100,10.78,JP,2022-07-14 01:52:44
563,Marystown,47.1666,-55.1483,60.85,100,100,1.99,CA,2022-07-14 01:49:03
